date_mutation;valeur_fonciere;code_postal;code_commune;type_local;surface_reelle_bati;nombre_pieces_principales;surface_terrain
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;324;0;336
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;346;0;336
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;269;0;336
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;134;0;336
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;346;0;336
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;254;0;336
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;68;0;336
20/02/2019;17760000;75008;75108;Local industriel. commercial ou assimilé;324;0;336
08/02/2019;23750;75008;75108;Appartement;29;1;
01/02/2019;1613000;75008;75108;Appartement;84;2;
08/02/2019;5000;75008;75108;Appartement;25;1;
18/02/2019;649000;75003;75103;Appartement;50;2;
06/02/2019;10000;75008;75108;Local industriel. commercial ou assimilé;138;0;
31/01/2019;2561000;75008;75108;Local industriel. commercial ou assimilé;197;0;
05/02/2019;133000;75008;75108;Dépendance;;0;
31/01/2019;420000;75003;75103;Appartement;45;2;
31/01/2019;420000;75003;75103;Appartement;47;2;
14/01/2019;1276800;75001;75101;Appartement;70;3;
12/02/2019;39000;75003;75103;Dépendance;;0;
12/02/2019;280000;75003;75103;Dépendance;;0;
12/02/2019;280000;75003;75103;Appartement;20;1;
06/02/2019;45000;75008;75108;Dépendance;;0;
20/02/2019;485000;75008;75108;Appartement;25;1;
20/02/2019;485000;75008;75108;Appartement;36;2;
06/02/2019;70000;75003;75103;Dépendance;;0;
06/02/2019;70000;75003;75103;Dépendance;;0;
28/02/2019;42500;75008;75108;Dépendance;;0;
13/02/2019;1550000;75008;75108;Appartement;137;5;
13/02/2019;1550000;75008;75108;Dépendance;;0;
21/02/2019;450000;75008;75108;Local industriel. commercial ou assimilé;55;0;
28/02/2019;40000;75003;75103;Appartement;105;5;
08/02/2019;960000;75008;75108;Appartement;101;3;
08/02/2019;960000;75008;75108;Dépendance;;0;
11/02/2019;930000;75001;75101;Local industriel. commercial ou assimilé;76;0;
07/02/2019;1345000;75003;75103;Local industriel. commercial ou assimilé;70;0;
07/02/2019;1345000;75003;75103;Local industriel. commercial ou assimilé;140;0;
28/02/2019;4000;75003;75103;Dépendance;;0;
30/01/2019;660000;75008;75108;Appartement;60;3;
20/02/2019;120000;75003;75103;Dépendance;;0;
28/02/2019;360000;75003;75103;Appartement;35;2;
28/02/2019;2388635;75003;75103;Appartement;157;6;
28/02/2019;2388635;75003;75103;Dépendance;;0;
20/02/2019;1175000;75008;75108;Appartement;97;4;
22/02/2019;690500;75003;75103;Appartement;48;2;
12/02/2019;585000;75003;75103;Appartement;59;2;
18/02/2019;1875000;75008;75108;Appartement;116;4;
18/02/2019;1875000;75008;75108;Appartement;115;4;
27/02/2019;49000;75008;75108;Dépendance;;0;
08/02/2019;750000;75008;75108;Appartement;49;2;
14/02/2019;8000;75003;75103;Appartement;25;1;
15/02/2019;1002000;75001;75101;Appartement;92;3;
22/02/2019;1947600;75001;75101;Appartement;110;4;
26/02/2019;420000;75003;75103;Appartement;34;2;
18/02/2019;502000;75008;75108;Local industriel. commercial ou assimilé;50;0;
22/02/2019;110000;75008;75108;Local industriel. commercial ou assimilé;54;0;
15/02/2019;275000;75003;75103;Appartement;25;1;
21/02/2019;95251;75008;75108;Dépendance;;0;
07/02/2019;36000;75008;75108;Dépendance;;0;
26/02/2019;950440;75003;75103;Appartement;25;2;
26/02/2019;950440;75003;75103;Appartement;85;2;
15/02/2019;1200000;75003;75103;Appartement;87;3;
06/02/2019;500000;75003;75103;Dépendance;;0;
15/02/2019;415000;75003;75103;Appartement;32;1;
20/02/2019;43000;75008;75108;Dépendance;;0;
08/02/2019;423000;75008;75108;Appartement;37;1;
20/02/2019;668270;75001;75101;Appartement;69;2;
14/02/2019;8750000;75001;75101;Local industriel. commercial ou assimilé;18;0;277
14/02/2019;8750000;75001;75101;Local industriel. commercial ou assimilé;270;0;277
14/02/2019;8750000;75001;75101;Local industriel. commercial ou assimilé;131;0;277
14/02/2019;8750000;75001;75101;Local industriel. commercial ou assimilé;77;0;277
14/02/2019;8750000;75001;75101;Local industriel. commercial ou assimilé;131;0;277
04/02/2019;150000;75003;75103;Appartement;30;1;
04/02/2019;150000;75003;75103;Appartement;26;2;
26/02/2019;874250;75003;75103;Appartement;50;2;
13/02/2019;250000;75001;75101;Appartement;27;1;
26/02/2019;731300;75003;75103;Appartement;55;3;
28/02/2019;377000;75001;75101;Appartement;22;2;
28/02/2019;377000;75001;75101;Appartement;23;1;
18/02/2019;280000;75008;75108;Appartement;23;1;
25/02/2019;377530;75003;75103;Appartement;46;4;
01/03/2019;480000;75003;75103;Appartement;50;3;
25/02/2019;1405000;75008;75108;Appartement;110;3;
01/03/2019;517000;75008;75108;Appartement;46;2;
20/02/2019;2555950;75008;75108;Local industriel. commercial ou assimilé;229;0;
25/02/2019;380000;75003;75103;Appartement;40;2;
25/02/2019;1;75008;75108;Dépendance;;0;
15/02/2019;761000;75001;75101;Appartement;60;2;
20/02/2019;4750000;75001;75101;Local industriel. commercial ou assimilé;258;0;
20/02/2019;4750000;75001;75101;Local industriel. commercial ou assimilé;69;0;
20/02/2019;4750000;75001;75101;Local industriel. commercial ou assimilé;43;0;
28/02/2019;1035000;75003;75103;Appartement;63;2;
22/02/2019;230000;75001;75101;Appartement;19;1;
13/02/2019;560000;75003;75103;Appartement;53;3;
26/02/2019;770000;75001;75101;Appartement;61;3;
15/02/2019;145000;75003;75103;Appartement;15;1;
01/03/2019;1500000;75008;75108;Appartement;168;5;
13/02/2019;140000;75001;75101;Appartement;25;1;
05/03/2019;320000;75008;75108;Local industriel. commercial ou assimilé;27;0;
08/03/2019;150000;75001;75101;Dépendance;;0;
08/03/2019;150000;75001;75101;Dépendance;;0;
08/03/2019;150000;75001;75101;Dépendance;;0;
08/03/2019;150000;75001;75101;Dépendance;;0;
05/03/2019;780000;75001;75101;Appartement;58;2;
13/02/2019;225000;75001;75101;Appartement;18;1;
01/03/2019;1900000;75008;75108;Dépendance;;0;
01/03/2019;1900000;75008;75108;Appartement;240;9;
01/03/2019;1900000;75008;75108;Appartement;240;9;
28/02/2019;615600;75008;75108;Appartement;60;3;
20/02/2019;57500;75003;75103;Dépendance;;0;
20/02/2019;57500;75003;75103;Dépendance;;0;
15/02/2019;270000;75008;75108;Appartement;21;1;
01/03/2019;1000;75003;75103;Appartement;160;3;
01/03/2019;1000;75003;75103;Appartement;165;3;
28/02/2019;1950000;75008;75108;Appartement;98;3;
12/02/2019;432500;75003;75103;Appartement;37;2;
26/02/2019;110000;75001;75101;Appartement;25;1;
27/02/2019;390000;75003;75103;Appartement;58;2;
04/03/2019;2600000;75008;75108;Appartement;240;8;
04/03/2019;2600000;75008;75108;Dépendance;;0;
04/03/2019;2600000;75008;75108;Dépendance;;0;
19/02/2019;349310;75003;75103;Appartement;62;2;
19/02/2019;31000;75003;75103;Dépendance;;0;
27/02/2019;493150;75001;75101;Appartement;29;1;
01/03/2019;355000;75003;75103;Appartement;30;1;
25/02/2019;742000;75003;75103;Appartement;52;2;
25/02/2019;625000;75001;75101;Appartement;65;4;
07/03/2019;15000;75003;75103;Appartement;20;2;
12/02/2019;1235000;75008;75108;Appartement;64;2;
06/03/2019;33000;75008;75108;Dépendance;;0;
07/03/2019;1188000;75003;75103;Appartement;81;4;
26/02/2019;9202514;75008;75108;Dépendance;;0;
26/02/2019;9202514;75008;75108;Dépendance;;0;
26/02/2019;9202514;75008;75108;Dépendance;;0;
26/02/2019;9202514;75008;75108;Appartement;250;5;
26/02/2019;9202514;75008;75108;Dépendance;;0;
05/03/2019;889000;75008;75108;Appartement;68;4;
22/02/2019;;75003;75103;Appartement;75;2;
01/03/2019;1780000;75008;75108;Local industriel. commercial ou assimilé;158;0;
01/03/2019;1720000;75008;75108;Appartement;30;1;328
01/03/2019;1720000;75008;75108;Appartement;139;5;328
01/03/2019;1720000;75008;75108;Appartement;129;5;328
01/03/2019;1720000;75008;75108;Appartement;9;1;328
01/03/2019;1720000;75008;75108;Appartement;190;7;328
01/03/2019;1720000;75008;75108;Dépendance;;0;328
01/03/2019;1720000;75008;75108;Local industriel. commercial ou assimilé;170;0;328
01/03/2019;1720000;75008;75108;Appartement;22;1;328
01/03/2019;1720000;75008;75108;Appartement;19;1;328
01/03/2019;1720000;75008;75108;Appartement;139;5;328
01/03/2019;1720000;75008;75108;Local industriel. commercial ou assimilé;82;0;328
01/03/2019;1720000;75008;75108;Appartement;139;5;328
01/03/2019;1720000;75008;75108;Dépendance;;0;328
01/03/2019;1720000;75008;75108;Appartement;30;1;328
01/03/2019;1720000;75008;75108;Local industriel. commercial ou assimilé;10;0;328
01/03/2019;1720000;75008;75108;Appartement;19;1;328
01/03/2019;1720000;75008;75108;Appartement;9;1;328
01/03/2019;1720000;75008;75108;Dépendance;;0;328
01/03/2019;1720000;75008;75108;Appartement;9;1;328
28/02/2019;158000;75003;75103;Local industriel. commercial ou assimilé;11;0;
01/03/2019;420000;75003;75103;Appartement;38;2;
19/02/2019;420000;75003;75103;Local industriel. commercial ou assimilé;57;0;
28/02/2019;16000000;75008;75108;Local industriel. commercial ou assimilé;225;0;376
28/02/2019;16000000;75008;75108;Local industriel. commercial ou assimilé;;0;376
28/02/2019;16000000;75008;75108;Local industriel. commercial ou assimilé;1931;0;376
19/02/2019;180000;75003;75103;Local industriel. commercial ou assimilé;76;0;
28/02/2019;429700;75008;75108;Appartement;41;1;
22/02/2019;380000;75003;75103;Appartement;31;2;
07/03/2019;1150000;75003;75103;Appartement;78;3;
20/02/2019;1742000;75008;75108;Dépendance;;0;
20/02/2019;1742000;75008;75108;Dépendance;;0;
20/02/2019;1742000;75008;75108;Appartement;138;6;
20/02/2019;1742000;75008;75108;Dépendance;;0;
21/02/2019;14999;75008;75108;Appartement;71;3;
19/02/2019;900000;75001;75101;Appartement;107;5;
19/02/2019;900000;75001;75101;Appartement;30;1;
06/03/2019;450000;75003;75103;Appartement;60;1;
07/03/2019;240000;75001;75101;Local industriel. commercial ou assimilé;50;0;
22/02/2019;168000;75003;75103;Appartement;12;1;
19/02/2019;100000;75001;75101;Appartement;90;3;
19/02/2019;100000;75001;75101;Appartement;102;7;
06/03/2019;465000;75008;75108;Appartement;40;2;
06/03/2019;465000;75008;75108;Dépendance;;0;
05/03/2019;1642512;75008;75108;Dépendance;;0;
05/03/2019;1642512;75008;75108;Appartement;129;3;
01/03/2019;50000;75008;75108;Dépendance;;0;
27/02/2019;4500000;75008;75108;Local industriel. commercial ou assimilé;345;0;
05/03/2019;886000;75001;75101;Appartement;60;3;
05/03/2019;886000;75001;75101;Dépendance;;0;
21/02/2019;1250000;75003;75103;Local industriel. commercial ou assimilé;240;0;
21/02/2019;220000;75003;75103;Appartement;22;1;
01/03/2019;800000;75008;75108;Local industriel. commercial ou assimilé;90;0;
06/03/2019;385000;75008;75108;Dépendance;;0;
06/03/2019;385000;75008;75108;Appartement;31;2;
26/02/2019;545000;75003;75103;Appartement;47;1;
20/02/2019;2000000;75008;75108;Dépendance;;0;
20/02/2019;2000000;75008;75108;Appartement;100;3;
07/03/2019;5000000;75008;75108;Dépendance;;0;
07/03/2019;5000000;75008;75108;Appartement;300;7;
11/03/2019;1070000;75008;75108;Dépendance;;0;
11/03/2019;1070000;75008;75108;Appartement;83;3;
12/02/2019;226000;75003;75103;Local industriel. commercial ou assimilé;20;0;
19/02/2019;137000;75008;75108;Appartement;15;1;
19/02/2019;137000;75008;75108;Dépendance;;0;
12/03/2019;115000;75001;75101;Appartement;8;1;
26/02/2019;1175000;75001;75101;Appartement;78;4;
22/02/2019;2585000;75008;75108;Appartement;150;5;
26/02/2019;82000;75008;75108;Local industriel. commercial ou assimilé;144;0;
22/02/2019;1626750;75008;75108;Appartement;135;4;
19/02/2019;362500;75003;75103;Appartement;34;1;
22/02/2019;1550000;75003;75103;Appartement;126;5;
28/02/2019;2750000;75008;75108;Local industriel. commercial ou assimilé;195;0;
12/03/2019;55250;75008;75108;Dépendance;;0;
15/03/2019;4000;75003;75103;Appartement;67;3;
15/03/2019;40000;75003;75103;Appartement;225;6;
14/03/2019;190000;75003;75103;Appartement;16;1;
19/02/2019;1162790;75008;75108;Dépendance;;0;
19/02/2019;1162790;75008;75108;Appartement;109;3;
19/02/2019;1162790;75008;75108;Dépendance;;0;
22/02/2019;154889;75001;75101;Appartement;15;1;
27/02/2019;1395500;75003;75103;Appartement;124;4;
28/02/2019;300000;75001;75101;Appartement;39;2;
15/03/2019;87000;75008;75108;Dépendance;;0;
27/02/2019;1920000;75008;75108;Appartement;155;4;
27/02/2019;1920000;75008;75108;Dépendance;;0;
28/02/2019;700000;75008;75108;Local industriel. commercial ou assimilé;14;0;
28/02/2019;700000;75008;75108;Local industriel. commercial ou assimilé;49;0;
07/03/2019;630000;75001;75101;Appartement;7;1;
07/03/2019;630000;75001;75101;Appartement;40;3;
26/02/2019;46000;75003;75103;Appartement;6;1;
21/02/2019;1810000;75003;75103;Appartement;125;6;
14/03/2019;100000;75008;75108;Dépendance;;0;
14/03/2019;100000;75008;75108;Dépendance;;0;
11/03/2019;450000;75003;75103;Local industriel. commercial ou assimilé;125;0;
01/03/2019;100000;75008;75108;Dépendance;;0;
14/03/2019;470000;75003;75103;Local industriel. commercial ou assimilé;33;0;
07/03/2019;95000;75001;75101;Dépendance;;0;
11/03/2019;461800;75003;75103;Appartement;45;2;
11/03/2019;2811500;75008;75108;Appartement;198;7;
19/03/2019;1250000;75003;75103;Local industriel. commercial ou assimilé;50;0;
19/03/2019;1250000;75003;75103;Local industriel. commercial ou assimilé;120;0;
13/03/2019;2620000;75008;75108;Dépendance;;0;
13/03/2019;2620000;75008;75108;Appartement;260;6;
13/03/2019;1500000;75003;75103;Appartement;56;3;
13/03/2019;1500000;75003;75103;Dépendance;;0;
13/03/2019;1500000;75003;75103;Appartement;55;3;
14/03/2019;48000;75008;75108;Dépendance;;0;
13/03/2019;910000;75003;75103;Appartement;88;4;
26/02/2019;310740;75001;75101;Appartement;43;2;
15/03/2019;302000;75003;75103;Appartement;23;1;
12/03/2019;972500;75001;75101;Appartement;50;2;
18/03/2019;1092233;75003;75103;Appartement;90;3;
20/03/2019;172500;75008;75108;Appartement;34;2;
12/03/2019;230000;75003;75103;Appartement;20;1;
08/03/2019;160000;75008;75108;Dépendance;;0;
11/03/2019;525000;75001;75101;Appartement;45;1;
14/03/2019;78000;75003;75103;Local industriel. commercial ou assimilé;6;0;
14/03/2019;78000;75003;75103;Appartement;49;3;
25/02/2019;900000;75001;75101;Local industriel. commercial ou assimilé;39;0;
25/02/2019;900000;75001;75101;Local industriel. commercial ou assimilé;56;0;
25/02/2019;900000;75001;75101;Local industriel. commercial ou assimilé;124;0;
25/02/2019;900000;75001;75101;Local industriel. commercial ou assimilé;39;0;
25/02/2019;900000;75001;75101;Local industriel. commercial ou assimilé;56;0;
27/02/2019;30000;75008;75108;Dépendance;;0;
27/02/2019;195000;75003;75103;Appartement;16;1;
27/02/2019;3735;75008;75108;Dépendance;;0;
28/02/2019;2150000;75008;75108;Appartement;150;5;
28/02/2019;150000;75008;75108;Appartement;150;5;
28/02/2019;150000;75008;75108;Dépendance;;0;
28/02/2019;150000;75008;75108;Dépendance;;0;
28/02/2019;150000;75008;75108;Dépendance;;0;
18/03/2019;1160000;75001;75101;Appartement;96;3;
13/03/2019;1580500;75008;75108;Appartement;90;2;
18/03/2019;2881709;75008;75108;Appartement;163;5;
27/02/2019;150000;75008;75108;Appartement;36;2;
12/03/2019;375057;75001;75101;Appartement;40;1;
18/03/2019;170000;75003;75103;Appartement;20;2;
18/03/2019;1723200;75008;75108;Dépendance;;0;
18/03/2019;1723200;75008;75108;Appartement;169;6;
18/03/2019;1290300;75001;75101;Appartement;86;3;
12/03/2019;108000;75008;75108;Dépendance;;0;
18/03/2019;776300;75008;75108;Appartement;74;2;
18/03/2019;776300;75008;75108;Dépendance;;0;
07/03/2019;400000;75001;75101;Local industriel. commercial ou assimilé;50;0;
11/03/2019;298000;75008;75108;Appartement;14;1;
28/02/2019;550000;75003;75103;Dépendance;;0;
28/02/2019;550000;75003;75103;Local industriel. commercial ou assimilé;100;0;
20/03/2019;138000;75003;75103;Dépendance;;0;
28/02/2019;580000;75003;75103;Local industriel. commercial ou assimilé;116;0;
21/03/2019;;75008;75108;Appartement;142;4;
11/03/2019;431000;75003;75103;Appartement;44;2;
13/03/2019;100;75001;75101;Local industriel. commercial ou assimilé;312;0;
07/03/2019;1425000;75008;75108;Local industriel. commercial ou assimilé;164;0;
11/03/2019;840000;75001;75101;Appartement;70;4;
21/03/2019;192000;75008;75108;Appartement;13;1;
15/03/2019;1705100;75008;75108;Appartement;152;7;
14/03/2019;390000;75008;75108;Appartement;32;1;
12/03/2019;46000;75003;75103;Dépendance;;0;
06/03/2019;608935;75008;75108;Appartement;65;2;
08/03/2019;592000;75001;75101;Appartement;63;3;
04/03/2019;500000;75003;75103;Local industriel. commercial ou assimilé;58;0;
12/03/2019;1850000;75008;75108;Appartement;126;5;
14/03/2019;228995;75008;75108;Appartement;18;2;
15/03/2019;961300;75001;75101;Appartement;40;2;
15/03/2019;961300;75001;75101;Local industriel. commercial ou assimilé;40;0;
21/03/2019;2950000;75008;75108;Appartement;294;5;
12/03/2019;9800;75008;75108;Appartement;28;1;
18/03/2019;44000;75003;75103;Dépendance;;0;
18/03/2019;240000;75003;75103;Appartement;21;1;
07/03/2019;1650000;75008;75108;Appartement;190;5;
07/03/2019;1650000;75008;75108;Dépendance;;0;
07/03/2019;1650000;75008;75108;Dépendance;;0;
14/03/2019;;75003;75103;Appartement;44;3;
18/03/2019;65000;75008;75108;Dépendance;;0;
27/02/2019;130000;75003;75103;Appartement;14;1;
26/03/2019;1050000;75001;75101;Local industriel. commercial ou assimilé;83;0;
22/03/2019;96000;75001;75101;Local industriel. commercial ou assimilé;7;0;
22/03/2019;96000;75001;75101;Local industriel. commercial ou assimilé;7;0;
12/03/2019;1570000;75008;75108;Appartement;124;4;
19/03/2019;37000;75008;75108;Dépendance;;0;
15/03/2019;91000;75003;75103;Local industriel. commercial ou assimilé;40;0;
20/03/2019;741500;75003;75103;Appartement;70;2;
15/03/2019;830000;75003;75103;Appartement;75;3;
11/03/2019;860000;75003;75103;Appartement;73;3;
13/03/2019;205000;75001;75101;Appartement;23;2;
04/03/2019;330000;75001;75101;Appartement;36;1;
20/03/2019;736250;75003;75103;Appartement;60;3;
